BD|Correção
Hospital Interzonal General de Agudos Eva Perón|Hospital Interzonal General de Agudos Eva Perón
Policlínica Universitaria Francisca Rivero Arocha|Policlínica Universitaria Francisca Rivero Arocha
Comitê de Ética da Escola de Saúde Pública/RS|Escola de Saúde Pública
Consorcio de Salud y Social de Cataluña|Consorci de Salut i Social de Catalunya
Hospital Ipiranga|Hospital e Maternidade Ipiranga
Museo de Historia Natural de Paris|Muséum national d'Histoire naturelle
Hospital Virgen de la Luz|Hospital Virgen de la Luz
Revista da Sociedade Brasileira de Fonoaudiologia|Sociedade Brasileira de Fonoaudiologia
Centre d’Anthropologie|L’Université Paris Descartes
University of Bologna|Università di Bologna
University of Keele|Keele University
Federal Institute of Rio Grande do Sul|Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul
Second Military Medical University|Second Military Medical University
Policlínico Universitario Camilo Torres Restrepo|Policlínico Docente Camilo Torres Restrepo
Centro de Gonçalo Muniz|Fundação Oswaldo Cruz
Condselho Nacional de Desenvolvimento Científico e Tecnológico|Conselho Nacional de Desenvolvimento Científico e Tecnológico
Alexandria Faculty of Medicine|Alexandria Faculty of Medicine
Instituto Politécnico de Bragança|Instituto Politécnico de Bragança
Moscow State University|Lomonosov Moscow State University
Chile University|Universidad de Chile
Instituto do Coração Edson Saad|Universidade Federal do Rio de Janeiro
Univ. do Estado de Santa Catarina|Universidade do Estado de Santa Catarina 
Hospital Clínic|Hospital Clínic de Barcelona
Stellenbosch University|Universiteit Stellenbosch
Hospital Nossa Senhora da Conceição|Hospital Nossa Senhora da Conceição
Universidade Federal de São João del-Rei|Universidade Federal de São João del-Rei
UNIFESP/EPM|Universidade Federal de São Paulo
Instituto Forestal|Instituto Forestal de Chile
Escuela de Ciencias de la Salud|Escuela Internacional de Ciencias de la Salud
Hospital Clínico Universitario de Santiago|Complexo Hospitalario Universitario de Santiago
Universidad de Ciencias Médicas Camagüey|Universidad de Ciencias Médicas de Camagüey
Fundação Faculdade Regional de Medicina de São José do Rio Preto (FUNFARME)|Fundação Faculdade Regional Medicina S José Rio Preto
Grupo de Investigación en Genética, Mejoramiento y Modelación Animal GaMMA|Universidad de Antioquia
Universidade de New Hampshire|University of New Hampshire
Servicio de Salud Atacama|Servicio de Salud Atacama
Hospital Candido Fontoura|Hospital Infantil Cândido Fontoura
Centro de Desenvolvimento da Tecnologia Nuclear|Universidade Federal de Minas Gerais
PUC-RS|Pontifícia Universidade Católica do Rio Grande do Sul
University of Agriculture|Federal University of Agriculture
Hospital da Beneficiência Portuguesa|Benemérita Sociedade de Beneficência Portuguesa de São Paulo
Hospital Regional ISSSTE|Hospital Regional León
U.N.C.P.B.A|Universidad Nacional del Centro de la Provincia de Buenos Aires
Clínica Las Vegas|Clínica Las Vegas
Projeto de Atendimento a Crianças e Adolescentes|Universidade de São Paulo
Clínica Abood Shaio|Fundación Clinica Abood Shaio
UNIARARAS|Centro Universitário Hermínio Ometto
Instituição Toledo de Ensino|Instituição Toledo de Ensino
Nigeria Institute of Oceanography and Marine Research|Nigeria Institute of Oceanography and Marine Research
Universidad del Norte|Universidad del Norte
SES|Secretaria Estadual Da Saúde
Hospital General de Tlalnepantla|Hospital General De Tlalnepantla "Valle Ceylan"
Hospital Militar Central|Hospital Militar "Carlos J. Finlay"
Universidad Central Marta Abreu de Las Villas|Universidad Central Marta Abreu de Las Villas
Hospital Privado Centro Médico de Córdoba S.A.|Hospital Privado Centro Médico de Córdoba 
Estação Experimental de Pindamonhangaba|Estação Experimental de Agronomia de Pindamonhangaba
Instituto Nacional de Toxicología y Ciencias Forenses (INT-CF)|Instituto Nacional de Toxicología y Ciencias Forenses
FLACSO|Faculdade Latino-Americana de Ciências Sociais
Instituto de Investigaciones Fisicoquímicas Teóricas y Aplicadas (INIFTA)|Instituto de Investigaciones Fisicoquímicas Teóricas y Aplicadas
UTLis¬bon - Universidade Técnica de Lisboa|Universidade Técnica de Lisboa
Universidad Latina de Costa Rica|Universidad Latina
University of Ottawa|University of Ottawa
Hospital Clinicoquirúrgico Provincial Docente Manuel Ascunce Domenech,|Hospital Clínico Quirúrgico Provincial Docente Manuel Ascunce Domenech
Fundação Mokiti Okada|Fundação Mokiti Okada
Laboratório de Estatística e Geoinformação - LEG|Universidade Federal do Paraná
Hospital Salvador|Universidad de Chile
Sociedade Paulista para Desenvolvimento da Medicina (SPDM)|Sociedade Paulista para Desenvolvimento da Medicina
Colegio de Postgraduados, Campus Montecillo|Colegio de Postgraduados
Jamaica, Ministry of Health|Ministry of Health
CIDESD - Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano|Universidade da Beira Interior
Centro de Investigación y Desarrollo de Medicamentos (CIDEM).|Ministerio de Salud Pública
Universidade Federal de Alagoas (UFAL)|Universidade Federal de Alagoas
Colegio de Estudios Superiores de Administración - CESA|Colegio de Estudios Superiores de Administración
Hospital Enrique Cabrera.|Facultad Hospital Enrique Cabrera
Universidad Nacional de Río Negro|Universidad Nacional de Río Negro
Univ. del Valle|Universidad Privada del Valle
Hospital Beneficencia Española de la Laguna|Hospital Beneficencia Española de la Laguna
Estação Florestal Nacional|Instituto Nacional de Investigação Agrária e Veterinária
Universidade de Huddersfield|University of Huddersfiel
Jordan University of Science and Technology|Jordan University of Science and Technology
Hospital Samaritano|Hospital Samaritano
Fundación Rosa de Luxemburgo|Fundación Rosa de Luxemburgo
Mt. Sinai School of Medicine|Icahn School of Medicine at Mount Sinai
Instituto Superior de Psicologia Aplicada|Hospital de Pediatría Profesor Dr. Juan P. Garrahan
Hospital Nacional de Pediatría Prof. Dr. Juan P. Garrahan|Hospital de Pediatría Profesor Dr. Juan P. Garrahan
UCDB|Universidade Católica Dom Bosco
CREAIDS|Centro Estadual Especializado em Diagnóstico, Assistência e Pesquisa
Rede Municipal de Ensino de Belo Horizonte|Secretaria Municipal de Educação
Empresa Baiana de Desenvolvimento Agricola S/A|Empresa Baiana de Desenvolvimento Agricola S/A
Çukurova University|ukurova Üniversitesi Rektörlüğü 
Conservação Internacional|Conservação Internacional
The Cooper Union|Cooper Union for the Advancement of Science and Art
Inter-American Development Bank|Inter-American Development Bank
Universiti Kebangsaan Malaysia|Universiti Kebangsaan Malaysia
Smithsonian Tropical Research Institute|Smithsonian Tropical Research Institute
Perdigão Agroindustrial S/A|Perdigão Agroindustrial S/A
Chennai Corporation|Chennai Corporation
CA Dr Sótero del Río|Complejo Asistencial Doctor Sótero del Río
Universidad del Bío-Bío|Universidad del Bío-Bío
Universidade Federal do Tocantins (UFT)|Universidade Federal do Tocantins
Universiti Sains Malaysia|Universiti Sains Malaysia
Universidade Estadual de Londrina - UEL|Universidade Estadual de Londrina 
Instituto Mexicano de Tecnología del Agua|Instituto Mexicano de Tecnología del Agua
Observatorio Astronómico Nacional|Universidad Nacional Autónoma de México
Cebrap|Centro Brasileiro de Análise e Planejamento
Dow Agrosciences|Dow AgroSciences Industrial Ltda
Bet Laboratories do Brasil|Bet Laboratories do Brasil
Centro de Salud de Peñarroya|Centro de Salud de Peñarroya
Hospital Universitario Son Dureta|Hospital Universitario Son Dureta
MD Anderson International|MD Anderson Cancer Center Madrid
Centro Nefrológico de Minas Gerais|Centro Nefrológico de Minas Gerais
Complejo Científico Ortopédico Internacional Frank País|Complejo Científico Ortopédico Internacional Frank País
Evangelic Medical School|Hospital Universitário Evangélico de Curitiba
Centre of Environmental Risk Assessment and Remediation|University of South Australia
Instituto de Pesquisa e Desenvolvimento|Instituto de Pesquisa e Desenvolvimento
Fundação Benjamim Guimarães|Fundação Benjamim Guimarães
University of Rome 3|Università degli Studi Roma Tre
Umeå University|Umeå Universitet
Universidade Estadual Júlio Mesquita Filho|Universidade Estadual Paulista
Instituto Estadual de Cardiologia Aluísio de Castro|Instituto Estadual de Cardiologia Aloysio de Castro
Hospital CardioTrauma|Hospital TotalCor
Universidad Nacional del Centro de la provincia de Buenos Aires (UNCPBA)|Universidad Nacional del Centro de la Provincia de Buenos Aires
Centro de Investigación en Alimentación y Desarrollo A. C.|Centro de Investigación en Alimentación y Desarrollo A. C.
Universidad de Ciencias Médicas Juan Guiteras Gener|Universidad de Ciencias Médicas de Matanzas
Centro de Salud de Ossa de Montiel|Centro de Salud de Ossa de Montiel
Hospital Vall d’Hebrón|Hospital Universitari Vall d'Hebron
University of Basrah|University of Basrah
Hospital Municipal Diego Thopson|Hospital Municipal Dr. Diego Thompson
Faculdade de Odontologia de Araras|Fundação Hermínio Ometto
PUC/PR|Pontifícia Universidade Católica do Paraná
Universidade Federal de Sao Carlos  UFSCar|Universidade Federal de São Carlos
Colégio Agrícola Caetano Costa|Centro de Educação Profissional Caetano Costa
Ingeniera Sanitaria, Universidad de Antioquia Medellin|Universidad de Antioquia
ABCM|Associação Brasileira de Engenharia e Ciências Mecânicas
Facultad de Ciencias Médicas Salvador Allende|Facultad de Ciencias Médicas "Dr. Salvador Allende"
Universidade Estadual Paulista Julio Mesquita Filho|Universidade Estadual Paulista
Centro Universitario de la Costa Sur|Universidad de Guadalajara
Escuela Colombiana de Ingeniería|Escuela Colombiana de Ingenieria Julio Garavito
Instituto Superior Pedagógico José Martí|Universidad de Ciencias Pedagógicas "José Martí"
Centro de Atención Nutricional Infantil Antímano|Centro de Atención Nutricional Infantil Antímano
Venezuela. Ministerio de Sanidad y Asistencia Social|Ministerio de Sanidad y Asistencia Social
Instituto Medico La Floresta|Instituto Médico La Floresta
Instituto Superior de Ciencias Médicas.|Instituto Superior de Ciencias Medicas Santiago de Cuba
Facultad de Estomatología Raúl González Sánchez|Facultad de Estomatología
Hospitales Universitarios Virgen del Rocío|Hospitales Universitarios Virgen del Rocío
Unidade de Emergência Armando Lages|Unidade de Emergência Doutor Armando Lages
Colegio de Abogados de Costa Rica|Colegio de Abogados de Costa Rica
Hong Kong Baptist University|Hong Kong Baptist University
Clínica Puerta de Hierro|Clínica Puerta de Hierro
Unidad Provincial de Vigilancia y Lucha Antivectorial|Unidad Provincial de Vigilancia y Lucha Antivectorial
Universidad Autónoma de Oaxaca|Universidad Autónoma "Benito Juárez" de Oaxaca
Universidad del Salvador|Universidad del Salvador
Hospital Ana Costa|Hospital Ana Costa
King Abdulaziz University|King Abdulaziz University
UNIPAC|Universidade Presidente Antônio Carlos
FUCAPE|Fundação Instituto Capixaba de Pesquisas em Contabilidade, Economia e Finanças Business School 
Associação Brasileira de Juristas Democratas|Associação Brasileira de Juristas Democratas
Växjö University|Linnéuniversitetet
National Dairy Development Board|National Dairy Development Board
Magnesita S.A.|Magnesita S.A.
FEIS/UNESP|Universidade Estadual Paulista
Sistemática, Taxonomia Animal e Biodiversidade|Universidade de São Paulo
Centro Cardiológico Integral|Centro Cardiológico Integral
Instituto Nacional de la Pesca|Centro Regional de Investigaciones Pesqueras
Ciesas-Istmo|Centro de Investigaciones y Estudios Superiores en Antropología Social
IRI-PUC|Pontifícia Universidade Católica do Rio de Janeiro
CEFET|Centro Federal de Educação Tecnológica do Rio de Janeiro
Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas|Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas
la Universidad de Luján|Universidad Nacional de Luján
Dr. Peset University|Hospital Universitario Doctor Peset
Grupo Hospitalar Conceição|Grupo Hospitalar Conceição
Nigde University|Niğde Üniversitesi
K. N. Toosi University of Technology|K.N.Toosi University of Technology
Universidad de las Ciencias Informáticas|Universidad de las Ciencias Informáticas
Universidade de Saarland|Universität des Saarlandes
Instituto Brasileiro de Informação em Ciência e Tecnologia (IBICT)|Instituto Brasileiro de Informação em Ciência e Tecnologia
Hospital Universitario Infantil Gregorio Marañón|Hospital General Universitario Gregorio Marañón
